	0	19	0	1072025	31072025	SUPERMERCADO FRUTILÂNDIA LTDA	4,79296E+12		MS	283206993	5007901			A	1																							
	C190	20	5102	17	0,65	0,27	0,05	0	0	0,38	0																											
	C190	60	5405	0	34,3	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256213	5,02507E+43	19072025	19072025	128,04	0	0	0	128,04	9	0	0	0	27,36	4,65																
	C190	20	5102	17	66,43	27,36	4,65	0	0	39,07	0																											
	C190	60	5405	0	61,61	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256214	5,02507E+43	19072025	19072025	22,01	0	0	0	22,01	9	0	0	0	9,07	1,54																
	C190	20	5102	17	22,01	9,07	1,54	0	0	12,94	0																											
	C100	1	0		65	0	3	256215	5,02507E+43	19072025	19072025	3,48	0	0	0	3,48	9	0	0	0	1,43	0,24																
	C190	20	5102	17	3,48	1,43	0,24	0	0	2,05	0																											
	C100	1	0		65	0	3	256216	5,02507E+43	19072025	19072025	50,47	0	0	0	50,47	9	0	0	0	3,61	0,61																
	C190	20	5102	17	8,75	3,61	0,61	0	0	5,14	0																											
	C190	60	5405	0	41,72	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256217	5,02507E+43	19072025	19072025	74,12	0	0	0	74,12	9	0	0	0	0	0																
	C190	60	5405	0	74,12	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256218	5,02507E+43	19072025	19072025	6,29	0	0	0	6,29	9	0	0	0	0	0																
	C190	60	5405	0	6,29	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256219	5,02507E+43	19072025	19072025	17,18	0	0	0	17,18	9	0	0	0	10,27	1,74																
	C190	0	5102	17	5,44	5,44	0,92	0	0	0	0																											
	C190	20	5102	17	11,74	4,83	0,82	0	0	6,91	0																											
	C100	1	0		65	0	3	256220	5,02507E+43	19072025	19072025	3,99	0	0	0	3,99	9	0	0	0	3,99	0,68																
	C190	0	5102	17	3,99	3,99	0,68	0	0	0	0																											
	C100	1	0		65	0	3	256221	5,02507E+43	19072025	19072025	267,27	0	0	0	267,27	9	0	0	0	56,79	9,67																
	C190	0	5102	17	12,8	12,8	2,18	0	0	0	0																											
	C190	20	5102	17	106,84	43,99	7,49	0	0	62,85	0																											
	C190	60	5405	0	147,63	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256222	5,02507E+43	19072025	19072025	310,91	0	0	0	310,91	9	0	0	0	76,88	13,06																
	C190	0	5102	17	45,91	45,91	7,81	0	0	0	0																											
	C190	20	5102	17	75,2	30,97	5,25	0	0	44,23	0																											
	C190	60	5405	0	189,8	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256223	5,02507E+43	19072025	19072025	58,16	0	0	0	58,16	9	0	0	0	5,65	0,96																
	C190	0	5102	17	2	2	0,34	0	0	0	0																											
	C190	20	5102	17	8,87	3,65	0,62	0	0	5,22	0																											
	C190	60	5405	0	47,29	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256224	5,02507E+43	19072025	19072025	132,27	0	0	0	132,27	9	0	0	0	5,51	0,94																
	C190	20	5102	17	13,4	5,51	0,94	0	0	7,89	0																											
	C190	60	5405	0	118,87	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256225	5,02507E+43	19072025	19072025	47,93	0	0	0	47,93	9	0	0	0	6,68	1,13																
	C190	0	5102	17	3,36	3,36	0,57	0	0	0	0																											
	C190	20	5102	17	8,05	3,32	0,56	0	0	4,73	0																											
	C190	60	5405	0	36,52	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256226	5,02507E+43	19072025	19072025	261,18	0	0	0	261,18	9	0	0	0	31,6	5,38																
	C190	0	5102	17	1,39	1,39	0,24	0	0	0	0																											
	C190	20	5102	17	73,35	30,21	5,14	0	0	43,14	0																											
	C190	60	5405	0	186,44	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256227	5,02507E+43	19072025	19072025	34,24	0	0	0	34,24	9	0	0	0	14,88	2,53																
	C190	0	5102	17	1,33	1,33	0,23	0	0	0	0																											
	C190	20	5102	17	32,91	13,55	2,3	0	0	19,36	0																											
	C100	1	0		65	0	3	256228	5,02507E+43	19072025	19072025	8,26	0	0	0	8,26	9	0	0	0	3,4	0,58																
	C190	20	5102	17	8,26	3,4	0,58	0	0	4,86	0																											
	C100	1	0		65	0	3	256229	5,02507E+43	19072025	19072025	48,08	0	0	0	48,08	9	0	0	0	0	0																
	C190	60	5405	0	48,08	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256230	5,02507E+43	19072025	19072025	127,73	0	0	0	127,73	9	0	0	0	33,06	5,63																
	C190	20	5102	17	80,35	33,06	5,63	0	0	47,29	0																											
	C190	60	5405	0	47,38	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256231	5,02507E+43	19072025	19072025	28,32	0	0	0	28,32	9	0	0	0	0	0																
	C190	60	5405	0	28,32	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256232	5,02507E+43	19072025	19072025	25,2	0	0	0	25,2	9	0	0	0	6,05	1,03																
	C190	20	5102	17	14,71	6,05	1,03	0	0	8,66	0																											
	C190	60	5405	0	10,49	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256233	5,02507E+43	19072025	19072025	42,1	0	0	0	42,1	9	0	0	0	20,41	3,47																
	C190	0	5102	17	5,22	5,22	0,89	0	0	0	0																											
	C190	20	5102	17	36,88	15,19	2,58	0	0	21,69	0																											
	C100	1	0		65	0	3	256234	5,02507E+43	19072025	19072025	58,03	0	0	0	58,03	9	0	0	0	23,89	4,07																
	C190	20	5102	17	58,03	23,89	4,07	0	0	34,14	0																											
	C100	1	0		65	0	3	256235	5,02507E+43	19072025	19072025	182,97	0	0	0	182,97	9	0	0	0	0	0																
	C190	60	5405	0	182,97	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256236	5,02507E+43	19072025	19072025	27,54	0	0	0	27,54	9	0	0	0	11,34	1,93																
	C190	20	5102	17	27,54	11,34	1,93	0	0	16,2	0																											
	C100	1	0		65	0	3	256237	5,02507E+43	19072025	19072025	60,49	0	0	0	60,49	9	0	0	0	8,55	1,46																
	C190	0	5102	17	2,99	2,99	0,51	0	0	0	0																											
	C190	20	5102	17	13,51	5,56	0,95	0	0	7,95	0																											
	C190	60	5405	0	43,99	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256238	5,02507E+43	19072025	19072025	6,75	0	0	0	6,75	9	0	0	0	2,78	0,47																
	C190	20	5102	17	6,75	2,78	0,47	0	0	3,97	0																											
	C100	1	0		65	0	3	256239	5,02507E+43	19072025	19072025	35,84	0	0	0	35,84	9	0	0	0	3,84	0,65																
	C190	20	5102	17	9,32	3,84	0,65	0	0	5,48	0																											
	C190	60	5405	0	26,52	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256240	5,02507E+43	19072025	19072025	104,88	0	0	0	104,88	9	0	0	0	15,74	2,67																
	C190	0	5102	17	13,49	13,49	2,29	0	0	0	0																											
	C190	20	5102	17	5,45	2,25	0,38	0	0	3,2	0																											
	C190	60	5405	0	85,94	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256241	5,02507E+43	19072025	19072025	44,26	0	0	0	44,26	9	0	0	0	13,17	2,24																
	C190	0	5102	17	7,36	7,36	1,25	0	0	0	0																											
	C190	20	5102	17	14,11	5,81	0,99	0	0	8,3	0																											
	C190	60	5405	0	22,79	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256242	5,02507E+43	19072025	19072025	12,29	0	0	0	12,29	9	0	0	0	0	0																
	C190	60	5405	0	12,29	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256243	5,02507E+43	19072025	19072025	62,76	0	0	0	62,76	9	0	0	0	4,11	0,7																
	C190	20	5102	17	9,99	4,11	0,7	0	0	5,88	0																											
	C190	60	5405	0	52,77	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256244	5,02507E+43	19072025	19072025	25,76	0	0	0	25,76	9	0	0	0	5,16	0,87																
	C190	20	5102	17	12,53	5,16	0,87	0	0	7,37	0																											
	C190	60	5405	0	13,23	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256245	5,02507E+43	19072025	19072025	97,94	0	0	0	97,94	9	0	0	0	13,19	2,24																
	C190	0	5102	17	13,19	13,19	2,24	0	0	0	0																											
	C190	60	5405	0	84,75	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256246	5,02507E+43	19072025	19072025	431,16	0	0	0	431,16	9	0	0	0	27,54	4,69																
	C190	0	5102	17	19,78	19,78	3,36	0	0	0	0																											
	C190	20	5102	17	18,86	7,76	1,33	0	0	11,1	0																											
	C190	60	5405	0	392,52	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256247	5,02507E+43	19072025	19072025	112,82	0	0	0	112,82	9	0	0	0	15,08	2,57																
	C190	20	5102	17	36,62	15,08	2,57	0	0	21,54	0																											
	C190	60	5405	0	76,2	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256248	5,02507E+43	19072025	19072025	27,9	0	0	0	27,9	9	0	0	0	3,17	0,54																
	C190	20	5102	17	7,7	3,17	0,54	0	0	4,53	0																											
	C190	60	5405	0	20,2	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256249	5,02507E+43	19072025	19072025	42,84	0	0	0	42,84	9	0	0	0	10,48	1,79																
	C190	0	5102	17	7,52	7,52	1,28	0	0	0	0																											
	C190	20	5102	17	7,17	2,96	0,51	0	0	4,21	0																											
	C190	60	5405	0	28,15	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256250	5,02507E+43	19072025	19072025	5,99	0	0	0	5,99	9	0	0	0	5,99	1,02																
	C190	0	5102	17	5,99	5,99	1,02	0	0	0	0																											
	C100	1	0		65	0	3	256251	5,02507E+43	20072025	20072025	19,48	0	0	0	19,48	9	0	0	0	8,02	1,36																
	C190	20	5102	17	19,48	8,02	1,36	0	0	11,46	0																											
	C100	1	0		65	0	3	256252	5,02507E+43	20072025	20072025	48,66	0	0	0	48,66	9	0	0	0	31,5	5,35																
	C190	0	5102	17	19,48	19,48	3,31	0	0	0	0																											
	C190	20	5102	17	29,18	12,02	2,04	0	0	17,16	0																											
	C100	1	0		65	0	3	256253	5,02507E+43	20072025	20072025	85,72	0	0	0	85,72	9	0	0	0	0	0																
	C190	60	5405	0	85,72	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256254	5,02507E+43	20072025	20072025	192,28	0	0	0	192,28	9	0	0	0	23,97	4,07																
	C190	0	5102	17	23,97	23,97	4,07	0	0	0	0																											
	C190	60	5405	0	168,31	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256255	5,02507E+43	20072025	20072025	25,32	0	0	0	25,32	9	0	0	0	10,42	1,77																
	C190	20	5102	17	25,32	10,42	1,77	0	0	14,9	0																											
	C100	1	0		65	0	3	256256	5,02507E+43	20072025	20072025	9,27	0	0	0	9,27	9	0	0	0	1,64	0,28																
	C190	20	5102	17	3,99	1,64	0,28	0	0	2,35	0																											
	C190	60	5405	0	5,28	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256257	5,02507E+43	20072025	20072025	17,95	0	0	0	17,95	9	0	0	0	3,87	0,66																
	C190	0	5102	17	3,87	3,87	0,66	0	0	0	0																											
	C190	60	5405	0	14,08	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256258	5,02507E+43	20072025	20072025	68,41	0	0	0	68,41	9	0	0	0	36,5	6,2																
	C190	0	5102	17	14,17	14,17	2,41	0	0	0	0																											
	C190	20	5102	17	54,24	22,33	3,79	0	0	31,91	0																											
	C100	1	0		65	0	3	256259	5,02507E+43	20072025	20072025	42,39	0	0	0	42,39	9	0	0	0	25,91	4,4																
	C190	0	5102	17	15,95	15,95	2,71	0	0	0	0																											
	C190	20	5102	17	11,66	9,96	1,69	0	0	1,7	0																											
	C190	60	5405	0	14,78	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256260	5,02507E+43	20072025	20072025	18,46	0	0	0	18,46	9	0	0	0	3,99	0,68																
	C190	0	5102	17	3,99	3,99	0,68	0	0	0	0																											
	C190	60	5405	0	14,47	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256261	5,02507E+43	20072025	20072025	49,97	0	0	0	49,97	9	0	0	0	1,53	0,26																
	C190	20	5102	17	3,72	1,53	0,26	0	0	2,19	0																											
	C190	60	5405	0	46,25	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256262	5,02507E+43	20072025	20072025	48,82	0	0	0	48,82	9	0	0	0	4,07	0,69																
	C190	20	5102	17	9,89	4,07	0,69	0	0	5,82	0																											
	C190	60	5405	0	38,93	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256263	5,02507E+43	20072025	20072025	25,48	0	0	0	25,48	9	0	0	0	0	0																
	C190	60	5405	0	25,48	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256264	5,02507E+43	20072025	20072025	72,48	0	0	0	72,48	9	0	0	0	8,23	1,4																
	C190	20	5102	17	19,98	8,23	1,4	0	0	11,75	0																											
	C190	60	5405	0	52,5	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256265	5,02507E+43	20072025	20072025	72,81	0	0	0	72,81	9	0	0	0	20,75	3,53																
	C190	20	5102	17	28,97	20,75	3,53	0	0	8,22	0																											
	C190	60	5405	0	43,84	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256266	5,02507E+43	20072025	20072025	44,85	0	0	0	44,85	9	0	0	0	0	0																
	C190	60	5405	0	44,85	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256267	5,02507E+43	20072025	20072025	19,99	0	0	0	19,99	9	0	0	0	0	0																
	C190	60	5405	0	19,99	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256268	5,02507E+43	20072025	20072025	214,8	0	0	0	214,8	9	0	0	0	78,44	13,35																
	C190	0	5102	17	25,68	25,68	4,37	0	0	0	0																											
	C190	20	5102	17	128,15	52,76	8,98	0	0	75,39	0																											
	C190	60	5405	0	60,97	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256269	5,02507E+43	20072025	20072025	45,12	0	0	0	45,12	9	0	0	0	24,64	4,19																
	C190	0	5102	17	4,32	4,32	0,73	0	0	0	0																											
	C190	20	5102	17	40,8	20,32	3,46	0	0	20,48	0																											
	C100	1	0		65	0	3	256270	5,02507E+43	20072025	20072025	22,46	0	0	0	22,46	9	0	0	0	0	0																
	C190	60	5405	0	22,46	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256271	5,02507E+43	20072025	20072025	47,1	0	0	0	47,1	9	0	0	0	5,09	0,86																
	C190	20	5102	17	12,37	5,09	0,86	0	0	7,28	0																											
	C190	60	5405	0	34,73	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256272	5,02507E+43	20072025	20072025	129,59	0	0	0	129,59	9	0	0	0	4,99	0,85																
	C190	0	5102	17	4,99	4,99	0,85	0	0	0	0																											
	C190	60	5405	0	124,6	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256273	5,02507E+43	20072025	20072025	14,98	0	0	0	14,98	9	0	0	0	4,21	0,72																
	C190	20	5102	17	10,23	4,21	0,72	0	0	6,02	0																											
	C190	60	5405	0	4,75	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256274	5,02507E+43	20072025	20072025	108,23	0	0	0	108,23	9	0	0	0	16,15	2,74																
	C190	20	5102	17	39,24	16,15	2,74	0	0	23,09	0																											
	C190	60	5405	0	68,99	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256275	5,02507E+43	20072025	20072025	70,38	0	0	0	70,38	9	0	0	0	6,75	1,16																
	C190	20	5102	17	16,4	6,75	1,16	0	0	9,65	0																											
	C190	60	5405	0	53,98	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256276	5,02507E+43	20072025	20072025	84,84	0	0	0	84,84	9	0	0	0	11,14	1,9																
	C190	20	5102	17	27,07	11,14	1,9	0	0	15,93	0																											
	C190	60	5405	0	57,77	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256277	5,02507E+43	20072025	20072025	45,88	0	0	0	45,88	9	0	0	0	0	0																
	C190	60	5405	0	45,88	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256278	5,02507E+43	20072025	20072025	8,59	0	0	0	8,59	9	0	0	0	0	0																
	C190	60	5405	0	8,59	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256279	5,02507E+43	20072025	20072025	56,6	0	0	0	56,6	9	0	0	0	0	0																
	C190	60	5405	0	56,6	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256280	5,02507E+43	20072025	20072025	128,65	0	0	0	128,65	9	0	0	0	19,26	3,27																
	C190	20	5102	17	46,77	19,26	3,27	0	0	27,51	0																											
	C190	60	5405	0	81,88	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256281	5,02507E+43	20072025	20072025	43,16	0	0	0	43,16	9	0	0	0	8,79	1,5																
	C190	20	5102	17	21,34	8,79	1,5	0	0	12,55	0																											
	C190	60	5405	0	21,82	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256282	5,02507E+43	20072025	20072025	31,63	0	0	0	31,63	9	0	0	0	22,72	3,86																
	C190	0	5102	17	16,48	16,48	2,8	0	0	0	0																											
	C190	20	5102	17	15,15	6,24	1,06	0	0	8,91	0																											
	C100	1	0		65	0	3	256283	5,02507E+43	20072025	20072025	28,46	0	0	0	28,46	9	0	0	0	9,31	1,58																
	C190	0	5102	17	9,31	9,31	1,58	0	0	0	0																											
	C190	60	5405	0	19,15	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256284	5,02507E+43	20072025	20072025	232,75	0	0	0	232,75	9	0	0	0	4,49	0,76																
	C190	0	5102	17	4,49	4,49	0,76	0	0	0	0																											
	C190	60	5405	0	228,26	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256285	5,02507E+43	20072025	20072025	23,85	0	0	0	23,85	9	0	0	0	0	0																
	C190	60	5405	0	23,85	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256286	5,02507E+43	20072025	20072025	34,42	0	0	0	34,42	9	0	0	0	0	0																
	C190	60	5405	0	34,42	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256287	5,02507E+43	20072025	20072025	26,87	0	0	0	26,87	9	0	0	0	0	0																
	C190	60	5405	0	26,87	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256288	5,02507E+43	20072025	20072025	12,93	0	0	0	12,93	9	0	0	0	8,85	1,51																
	C190	20	5102	17	12,93	8,85	1,51	0	0	4,08	0																											
	C100	1	0		65	0	3	256289	5,02507E+43	20072025	20072025	17,2	0	0	0	17,2	9	0	0	0	7,08	1,2																
	C190	20	5102	17	17,2	7,08	1,2	0	0	10,12	0																											
	C100	1	0		65	0	3	256290	5,02507E+43	20072025	20072025	42,6	0	0	0	42,6	9	0	0	0	34,7	5,9																
	C190	0	5102	17	29,16	29,16	4,96	0	0	0	0																											
	C190	20	5102	17	13,44	5,54	0,94	0	0	7,9	0																											
	C100	1	0		65	0	3	256291	5,02507E+43	20072025	20072025	304,93	0	0	0	304,93	9	0	0	0	16,22	2,76																
	C190	0	5102	17	3,59	3,59	0,61	0	0	0	0																											
	C190	20	5102	17	30,69	12,63	2,15	0	0	18,06	0																											
	C190	60	5405	0	270,65	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256292	5,02507E+43	20072025	20072025	21,35	0	0	0	21,35	9	0	0	0	10,37	1,76																
	C190	0	5102	17	10,37	10,37	1,76	0	0	0	0																											
	C190	60	5405	0	10,98	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256293	5,02507E+43	20072025	20072025	13,78	0	0	0	13,78	9	0	0	0	5,67	0,97																
	C190	20	5102	17	13,78	5,67	0,97	0	0	8,11	0																											
	C100	1	0		65	0	3	256294	5,02507E+43	20072025	20072025	57,64	0	0	0	57,64	9	0	0	0	0,71	0,12																
	C190	20	5102	17	1,73	0,71	0,12	0	0	1,02	0																											
	C190	60	5405	0	55,91	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256295	5,02507E+43	20072025	20072025	11,38	0	0	0	11,38	9	0	0	0	5,5	0,94																
	C190	0	5102	17	1,39	1,39	0,24	0	0	0	0																											
	C190	20	5102	17	9,99	4,11	0,7	0	0	5,88	0																											
	C100	1	0		65	0	3	256296	5,02507E+43	20072025	20072025	51,57	0	0	0	51,57	9	0	0	0	4,11	0,7																
	C190	20	5102	17	9,99	4,11	0,7	0	0	5,88	0																											
	C190	60	5405	0	41,58	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256297	5,02507E+43	20072025	20072025	11,27	0	0	0	11,27	9	0	0	0	2,41	0,41																
	C190	0	5102	17	0,4	0,4	0,07	0	0	0	0																											
	C190	20	5102	17	4,88	2,01	0,34	0	0	2,87	0																											
	C190	60	5405	0	5,99	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256298	5,02507E+43	20072025	20072025	28,63	0	0	0	28,63	9	0	0	0	21,94	3,73																
	C190	0	5102	17	17,25	17,25	2,93	0	0	0	0																											
	C190	20	5102	17	11,38	4,69	0,8	0	0	6,69	0																											
	C100	1	0		65	0	3	256299	5,02507E+43	20072025	20072025	82,74	0	0	0	82,74	9	0	0	0	22,41	3,81																
	C190	0	5102	17	2,99	2,99	0,51	0	0	0	0																											
	C190	20	5102	17	47,19	19,42	3,3	0	0	27,77	0																											
	C190	60	5405	0	32,56	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256300	5,02507E+43	20072025	20072025	42,25	0	0	0	42,25	9	0	0	0	19,87	3,37																
	C190	0	5102	17	8,55	8,55	1,45	0	0	0	0																											
	C190	20	5102	17	27,51	11,32	1,92	0	0	16,19	0																											
	C190	60	5405	0	6,19	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256301	5,02507E+43	20072025	20072025	12,99	0	0	0	12,99	9	0	0	0	0	0																
	C190	60	5405	0	12,99	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256302	5,02507E+43	20072025	20072025	8,93	0	0	0	8,93	9	0	0	0	3,67	0,62																
	C190	20	5102	17	8,93	3,67	0,62	0	0	5,26	0																											
	C100	1	0		65	0	3	256303	5,02507E+43	20072025	20072025	64,28	0	0	0	64,28	9	0	0	0	27,61	4,7																
	C190	0	5102	17	19,38	19,38	3,3	0	0	0	0																											
	C190	20	5102	17	20	8,23	1,4	0	0	11,77	0																											
	C190	60	5405	0	24,9	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256304	5,02507E+43	20072025	20072025	6,99	0	0	0	6,99	9	0	0	0	0	0																
	C190	60	5405	0	6,99	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256305	5,02507E+43	20072025	20072025	42,01	0	0	0	42,01	9	0	0	0	0	0																
	C190	60	5405	0	42,01	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256306	5,02507E+43	20072025	20072025	103,4	0	0	0	103,4	9	0	0	0	12,7	2,17																
	C190	0	5102	17	12,19	12,19	2,08	0	0	0	0																											
	C190	20	5102	17	1,23	0,51	0,09	0	0	0,72	0																											
	C190	60	5405	0	89,98	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256307	5,02507E+43	20072025	20072025	172,11	0	0	0	172,11	9	0	0	0	26,91	4,58																
	C190	0	5102	17	24,62	24,62	4,19	0	0	0	0																											
	C190	20	5102	17	5,57	2,29	0,39	0	0	3,28	0																											
	C190	60	5405	0	141,92	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256308	5,02507E+43	20072025	20072025	39,93	0	0	0	39,93	9	0	0	0	14,84	2,52																
	C190	20	5102	17	36,04	14,84	2,52	0	0	21,2	0																											
	C190	60	5405	0	3,89	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256309	5,02507E+43	20072025	20072025	125,81	0	0	0	125,81	9	0	0	0	39,11	6,66																
	C190	0	5102	17	15,12	15,12	2,57	0	0	0	0																											
	C190	20	5102	17	58,25	23,99	4,09	0	0	34,26	0																											
	C190	60	5405	0	52,44	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256310	5,02507E+43	20072025	20072025	28,49	0	0	0	28,49	9	0	0	0	1,13	0,19																
	C190	20	5102	17	2,74	1,13	0,19	0	0	1,61	0																											
	C190	60	5405	0	25,75	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256311	5,02507E+43	20072025	20072025	91,06	0	0	0	91,06	9	0	0	0	34,42	5,86																
	C190	20	5102	17	83,57	34,42	5,86	0	0	49,15	0																											
	C190	60	5405	0	7,49	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256312	5,02507E+43	20072025	20072025	42,84	0	0	0	42,84	9	0	0	0	2,3	0,39																
	C190	20	5102	17	5,59	2,3	0,39	0	0	3,29	0																											
	C190	60	5405	0	37,25	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256313	5,02507E+43	20072025	20072025	40,13	0	0	0	40,13	9	0	0	0	2,86	0,49																
	C190	20	5102	17	6,94	2,86	0,49	0	0	4,08	0																											
	C190	60	5405	0	33,19	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256314	5,02507E+43	20072025	20072025	69,66	0	0	0	69,66	9	0	0	0	2,97	0,5																
	C190	20	5102	17	7,21	2,97	0,5	0	0	4,24	0																											
	C190	60	5405	0	62,45	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256315	5,02507E+43	20072025	20072025	79,05	0	0	0	79,05	9	0	0	0	15,72	2,67																
	C190	0	5102	17	15,72	15,72	2,67	0	0	0	0																											
	C190	60	5405	0	63,33	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256316	5,02507E+43	20072025	20072025	23,59	0	0	0	23,59	9	0	0	0	2,75	0,47																
	C190	0	5102	17	2,75	2,75	0,47	0	0	0	0																											
	C190	60	5405	0	20,84	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256317	5,02507E+43	20072025	20072025	36,85	0	0	0	36,85	9	0	0	0	0	0																
	C190	60	5405	0	36,85	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256318	5,02507E+43	20072025	20072025	30,49	0	0	0	30,49	9	0	0	0	18,91	3,22																
	C190	0	5102	17	17,85	17,85	3,04	0	0	0	0																											
	C190	20	5102	17	2,57	1,06	0,18	0	0	1,51	0																											
	C190	60	5405	0	10,07	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256319	5,02507E+43	20072025	20072025	57,32	0	0	0	57,32	9	0	0	0	18,18	3,1																
	C190	20	5102	17	44,15	18,18	3,1	0	0	25,97	0																											
	C190	60	5405	0	13,17	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256320	5,02507E+43	20072025	20072025	11,06	0	0	0	11,06	9	0	0	0	1,68	0,28																
	C190	20	5102	17	4,07	1,68	0,28	0	0	2,39	0																											
	C190	60	5405	0	6,99	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256321	5,02507E+43	20072025	20072025	44,97	0	0	0	44,97	9	0	0	0	0,75	0,13																
	C190	20	5102	17	1,82	0,75	0,13	0	0	1,07	0																											
	C190	60	5405	0	43,15	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256322	5,02507E+43	20072025	20072025	83,45	0	0	0	83,45	9	0	0	0	1,58	0,27																
	C190	20	5102	17	3,84	1,58	0,27	0	0	2,26	0																											
	C190	60	5405	0	79,61	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256323	5,02507E+43	20072025	20072025	21,1	0	0	0	21,1	9	0	0	0	3,81	0,65																
	C190	20	5102	17	9,25	3,81	0,65	0	0	5,44	0																											
	C190	60	5405	0	11,85	0	0	0	0	0	0																											
	C100	1	0		65	0	3	256324	5,02507E+43	20072025	20072025	40,84	0	0	0	40,84	9	0	0	0	20,69	3,52																
	C190	0	5102	17	20,69	20,69	3,52	0	0	0	0																											
	C190	60	5405	0	20,15	0	0	0	0	0	0																											
